MatchID,ZoneID,TotalWins,PositiveWins,GSO
26,1,0,0,0
26,1.1,0,0,0
26,1.2,0,0,0
26,1.3,3,0,0
26,2,0,0,0
26,2.1,0,0,0
26,2.2,3,1,0
26,2.3,0,0,0
26,3,0,0,0
26,3.1,1,1,1
26,3.2,1,0,0
26,3.3,0,0,0
26,4,1,0,0
26,4.1,1,1,1
26,4.2,1,1,1
26,4.3,1,0,0
45,1,0,0,0
45,1.1,2,0,0
45,1.2,0,0,0
45,1.3,0,0,0
45,2,0,0,0
45,2.1,0,0,0
45,2.2,0,0,0
45,2.3,0,0,0
45,3,0,0,0
45,3.1,0,0,0
45,3.2,0,0,0
45,3.3,1,1,0
45,4,0,0,0
45,4.1,0,0,0
45,4.2,0,0,0
45,4.3,1,1,1
